trans_id,lang,translation
"http://aikataulut.hsl.fi/pysakit/fi/4970239.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970239.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4520226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520260.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4520260.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520245.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4520245.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520250.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4520250.html"
"http://aikataulut.hsl.fi/pysakit/fi/4910207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4910207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4910224.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4910224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4940230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4940230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4210203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4210203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4210204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4210204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4220226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4220226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4220207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4220207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4930208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4930208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4930209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4930209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680251.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680251.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680252.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680252.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680253.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680253.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680254.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680254.html"
"http://aikataulut.hsl.fi/pysakit/fi/4720217.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4720217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4210236.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4210236.html"
"http://aikataulut.hsl.fi/pysakit/fi/4210237.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4210237.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740234.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740234.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710229.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710229.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710228.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710228.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170228.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170228.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170278.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170278.html"
"http://aikataulut.hsl.fi/pysakit/fi/4180232.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4180232.html"
"http://aikataulut.hsl.fi/pysakit/fi/4220225.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4220225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960229.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960229.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230501.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230501.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230551.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230551.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230244.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230244.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230245.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230245.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230246.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230246.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230247.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230247.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170222.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170238.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170238.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170239.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170239.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170240.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170240.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170242.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170242.html"
"http://aikataulut.hsl.fi/pysakit/fi/4310213.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4310213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4310214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4310214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4310217.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4310217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4310218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4310218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140237.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4140237.html"
"http://aikataulut.hsl.fi/pysakit/fi/4140238.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4140238.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4500216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4500217.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4500217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680229.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680229.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740501.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740501.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740551.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740551.html"
"http://aikataulut.hsl.fi/pysakit/fi/4700209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4700209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4700210.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4700210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4700212.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4700212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740238.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740238.html"
"http://aikataulut.hsl.fi/pysakit/fi/4700216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4700216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4700219.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4700219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680235.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680235.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680236.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680236.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860253.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4860253.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860254.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4860254.html"
"http://aikataulut.hsl.fi/pysakit/fi/4240223.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4240223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4240203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4240203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4240204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4240204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4200205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4200205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4700232.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4700232.html"
"http://aikataulut.hsl.fi/pysakit/fi/4720225.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4720225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4700222.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4700222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4700224.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4700224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4130202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4130202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970234.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970234.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970235.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970235.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960212.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4310203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4310203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4310204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4310204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960211.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960213.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4840217.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4840217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740237.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740237.html"
"http://aikataulut.hsl.fi/pysakit/fi/4830205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4830205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4830206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4830206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4210225.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4210225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4210226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4210226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810225.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810298.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810298.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810501.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810501.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810551.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810551.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810203.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810203.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810228.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810228.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810239.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810239.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810240.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810240.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810243.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810243.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740231.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740231.html"
"http://aikataulut.hsl.fi/pysakit/fi/4330225.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4330225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810222.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4180218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4180218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4180219.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4180219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960235.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960235.html"
"http://aikataulut.hsl.fi/pysakit/fi/4960238.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4960238.html"
"http://aikataulut.hsl.fi/pysakit/fi/4620204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4620204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4310205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4310205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4310206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4310206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860213.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4860213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4860214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4860214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680211.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680212.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170223.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170224.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170296.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170296.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170282.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170282.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170209.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170209.html"
"http://aikataulut.hsl.fi/pysakit/fi/4170210.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4170210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4100206.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4100206.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810212.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810213.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4810227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4810227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4630218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4630218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4620201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4620201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4620202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4620202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970243.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970243.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970217.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970217.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970218.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970218.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970231.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970231.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970232.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970232.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970233.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970233.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400298.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4400298.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400299.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4400299.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660298.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660298.html"
"http://aikataulut.hsl.fi/pysakit/fi/4660299.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4660299.html"
"http://aikataulut.hsl.fi/pysakit/fi/4150210.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4150210.html"
"http://aikataulut.hsl.fi/pysakit/fi/4150211.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4150211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4670204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4670204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4670205.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4670205.html"
"http://aikataulut.hsl.fi/pysakit/fi/4680247.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4680247.html"
"http://aikataulut.hsl.fi/pysakit/fi/4730204.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4730204.html"
"http://aikataulut.hsl.fi/pysakit/fi/4730296.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4730296.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400230.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4400230.html"
"http://aikataulut.hsl.fi/pysakit/fi/4400231.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4400231.html"
"http://aikataulut.hsl.fi/pysakit/fi/4910215.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4910215.html"
"http://aikataulut.hsl.fi/pysakit/fi/4910216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4910216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970219.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970219.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970220.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970220.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640290.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640290.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640291.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640291.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640212.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640212.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640213.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640213.html"
"http://aikataulut.hsl.fi/pysakit/fi/4980216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4980216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4970288.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4970288.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340201.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4340201.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340202.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4340202.html"
"http://aikataulut.hsl.fi/pysakit/fi/4720227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4720227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4930229.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4930229.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4340207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4340208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4340208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230248.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230248.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230249.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230249.html"
"http://aikataulut.hsl.fi/pysakit/fi/4750221.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4750221.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710225.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4710226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4710226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120298.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120298.html"
"http://aikataulut.hsl.fi/pysakit/fi/4120299.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4120299.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230215.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230215.html"
"http://aikataulut.hsl.fi/pysakit/fi/4230216.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4230216.html"
"http://aikataulut.hsl.fi/pysakit/fi/4180222.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4180222.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410238.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410238.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520290.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4520290.html"
"http://aikataulut.hsl.fi/pysakit/fi/4520299.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4520299.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740224.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740224.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4740223.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4740223.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640207.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640207.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640208.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640208.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640211.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640211.html"
"http://aikataulut.hsl.fi/pysakit/fi/4640214.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4640214.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410225.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410225.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410226.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410226.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410227.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410227.html"
"http://aikataulut.hsl.fi/pysakit/fi/4410228.html",sv,"http://aikataulut.hsl.fi/pysakit/se/4410228.html"
